age,height_cm,weight_kg,overall,weak_foot,skill_moves,shooting,passing,dribbling,defending,physic,player_positions
17,163,57,55,3,2,37,53,54,53,57,MEIA
17,165,53,55,3,2,31,42,43,59,42,ZAGUEIRO
18,169,60,55,3,2,48,57,57,36,45,MEIA
17,172,65,55,2,3,50,51,58,26,45,VOLANTE
17,180,74,55,2,2,37,55,53,48,56,MEIA
18,175,65,55,3,2,39,49,56,54,53,VOLANTE
18,172,68,55,2,2,56,40,52,17,43,ATACANTE
17,193,87,55,3,1,0,0,0,0,0,GOLEIRO
19,170,66,55,3,2,49,56,61,42,48,MEIA
19,180,70,55,3,2,37,50,61,44,42,MEIA
19,178,73,55,4,2,51,53,61,51,63,VOLANTE
17,180,73,55,3,2,51,53,57,47,57,MEIA
17,183,64,55,3,2,25,45,51,54,56,ZAGUEIRO
18,172,66,55,3,2,29,41,51,51,52,ZAGUEIRO
18,176,70,55,3,2,54,37,55,16,48,ATACANTE
17,183,71,55,2,2,49,51,55,51,57,MEIA
17,168,65,55,3,3,45,53,56,28,38,MEIA
19,175,70,55,3,2,41,44,61,52,50,ZAGUEIRO
17,189,84,55,3,1,0,0,0,0,0,GOLEIRO
17,180,74,55,4,2,45,49,56,27,50,MEIA
18,183,75,55,3,2,44,57,56,53,51,MEIA
17,181,70,55,2,2,32,36,54,58,55,ZAGUEIRO
18,191,78,55,3,2,54,54,56,44,61,ATACANTE
18,188,80,55,2,2,33,47,50,52,55,VOLANTE
18,178,74,55,2,1,0,0,0,0,0,GOLEIRO
18,170,60,55,4,2,42,54,61,45,36,MEIA
19,172,70,55,3,2,65,50,56,47,49,MEIA
18,175,71,55,3,2,53,38,48,33,53,ATACANTE
17,184,68,55,2,2,46,56,59,44,45,MEIA
19,181,69,55,2,2,54,43,57,19,44,ATACANTE
18,181,77,55,3,3,51,36,55,21,48,ATACANTE
18,180,70,55,3,2,40,53,54,43,47,MEIA
20,186,81,55,2,1,0,0,0,0,0,GOLEIRO
18,171,68,55,3,2,52,50,61,33,34,VOLANTE
20,175,68,55,3,2,44,51,55,48,52,MEIA
19,173,63,55,2,2,52,46,59,23,60,ATACANTE
20,180,75,55,3,3,56,40,53,20,44,ATACANTE
20,172,68,55,3,2,53,40,56,23,46,ATACANTE
19,170,57,55,3,2,25,48,52,51,45,ZAGUEIRO
18,186,77,55,2,2,31,44,38,54,68,VOLANTE
18,187,75,55,3,1,0,0,0,0,0,GOLEIRO
19,173,73,55,3,2,51,52,59,54,53,VOLANTE
19,183,73,55,3,2,47,50,57,23,44,VOLANTE
18,171,65,55,3,2,55,46,63,16,44,ATACANTE
18,171,66,55,3,3,38,50,62,29,44,VOLANTE
18,178,75,55,3,2,30,40,53,44,69,ZAGUEIRO
18,179,64,55,3,2,56,51,56,24,43,VOLANTE
20,179,81,55,3,2,46,54,52,55,59,MEIA
20,170,65,55,3,2,42,39,51,54,49,ZAGUEIRO
20,177,68,55,2,3,32,49,60,35,50,VOLANTE
20,178,72,55,3,3,48,50,57,33,50,VOLANTE
19,175,67,55,3,2,29,44,55,52,52,ZAGUEIRO
19,177,74,55,3,2,46,55,62,46,57,MEIA
20,175,70,55,3,2,45,58,54,42,46,MEIA
19,191,85,55,3,1,0,0,0,0,0,GOLEIRO
18,183,71,55,3,2,46,52,55,51,56,MEIA
20,181,68,55,2,2,39,57,55,55,51,MEIA
19,172,59,55,3,2,48,50,56,26,41,VOLANTE
19,185,75,55,3,2,34,53,54,54,55,MEIA
18,175,70,55,2,2,29,48,53,51,52,ZAGUEIRO
19,193,88,55,1,1,0,0,0,0,0,GOLEIRO
20,169,61,55,3,2,48,55,62,35,45,MEIA
19,182,78,55,3,1,0,0,0,0,0,GOLEIRO
19,191,83,55,2,2,26,31,32,53,66,ZAGUEIRO
18,180,73,55,3,3,52,49,58,30,60,VOLANTE
19,189,82,55,2,2,26,30,33,55,63,ZAGUEIRO
20,181,73,55,3,2,24,32,38,56,57,ZAGUEIRO
21,194,86,55,3,2,25,34,30,54,63,ZAGUEIRO
19,172,64,55,3,2,42,51,59,53,52,VOLANTE
20,180,67,55,3,2,53,45,59,24,45,VOLANTE
20,175,64,55,3,2,41,56,58,40,42,MEIA
19,183,70,55,3,2,35,48,60,47,54,ZAGUEIRO
18,202,85,55,1,1,0,0,0,0,0,GOLEIRO
19,171,60,55,3,3,47,45,63,24,41,VOLANTE
18,175,70,55,3,2,47,52,58,40,53,MEIA
20,185,80,55,3,2,22,34,35,55,58,ZAGUEIRO
19,172,65,55,2,2,39,52,57,53,41,VOLANTE
19,180,74,55,3,2,44,52,56,53,67,MEIA
21,187,84,55,5,3,53,39,62,18,59,VOLANTE
18,164,65,55,2,3,42,49,61,28,38,VOLANTE
18,185,75,55,3,2,35,47,53,51,56,ZAGUEIRO
19,188,98,55,2,1,0,0,0,0,0,GOLEIRO
19,189,77,55,3,2,48,49,58,30,57,VOLANTE
18,186,75,55,3,1,0,0,0,0,0,GOLEIRO
18,175,68,55,3,2,54,40,57,18,51,ATACANTE
18,177,65,55,3,2,48,48,57,48,57,MEIA
20,180,67,55,2,2,48,48,59,22,39,MEIA
19,178,73,55,2,2,31,37,39,56,54,ZAGUEIRO
21,189,77,55,3,2,33,37,39,53,62,ZAGUEIRO
17,178,73,55,2,2,49,54,54,50,57,VOLANTE
21,185,77,55,2,1,0,0,0,0,0,GOLEIRO
20,179,77,55,3,2,53,40,55,21,57,ATACANTE
20,175,70,55,3,2,43,56,58,37,38,MEIA
20,178,66,55,3,2,51,46,58,30,46,ATACANTE
20,180,70,55,3,2,60,33,48,20,50,ATACANTE
21,175,68,55,3,2,24,30,30,57,57,ZAGUEIRO
19,180,70,55,3,2,45,52,58,41,52,MEIA
20,173,62,55,3,2,54,43,57,23,46,ATACANTE
19,185,84,55,3,2,35,45,52,52,65,VOLANTE
19,173,65,55,3,2,46,49,62,35,40,VOLANTE
19,175,70,55,3,2,51,44,59,22,51,ATACANTE
19,176,66,55,3,2,50,53,56,52,48,MEIA
20,184,75,55,3,2,24,36,37,54,61,ZAGUEIRO
19,170,62,55,3,2,39,51,56,52,53,MEIA
19,180,70,55,2,2,53,44,54,17,52,ATACANTE
18,184,79,55,2,1,0,0,0,0,0,GOLEIRO
18,180,74,55,2,2,45,52,58,50,64,MEIA
21,178,73,55,2,3,53,44,57,19,55,ATACANTE
18,185,78,55,3,3,50,51,52,47,61,MEIA
19,174,65,55,3,2,56,46,58,21,50,ATACANTE
18,180,68,55,2,2,40,53,62,43,62,MEIA
19,173,68,55,3,3,56,42,59,19,45,ATACANTE
18,175,65,55,3,2,43,51,55,47,47,MEIA
21,183,62,55,4,2,44,51,60,17,37,MEIA
20,188,75,55,2,1,0,0,0,0,0,GOLEIRO
20,185,76,55,3,2,28,31,33,55,58,ZAGUEIRO
18,185,78,55,3,1,0,0,0,0,0,GOLEIRO
21,196,80,55,2,1,0,0,0,0,0,GOLEIRO
21,177,71,55,2,2,45,50,58,38,47,MEIA
19,171,67,55,3,2,53,39,56,18,46,ATACANTE
18,183,68,55,2,3,45,50,59,36,46,MEIA
19,183,70,55,2,1,0,0,0,0,0,GOLEIRO
21,180,74,55,3,2,44,51,56,42,53,MEIA
18,178,75,55,3,2,50,55,53,26,46,VOLANTE
20,179,72,55,2,2,44,52,60,47,57,MEIA
19,172,67,55,3,2,44,54,55,38,53,MEIA
18,190,80,55,3,2,55,41,55,15,53,ATACANTE
19,178,70,55,3,2,40,53,58,48,57,VOLANTE
18,178,69,55,3,2,38,50,57,39,53,VOLANTE
19,193,70,55,2,1,0,0,0,0,0,GOLEIRO
21,182,69,55,3,1,0,0,0,0,0,GOLEIRO
21,185,78,55,3,2,32,41,44,53,60,ZAGUEIRO
22,188,77,55,2,1,0,0,0,0,0,GOLEIRO
21,187,79,55,2,2,22,43,39,56,64,ZAGUEIRO
19,180,77,55,3,2,46,50,58,42,60,MEIA
22,194,81,55,2,1,0,0,0,0,0,GOLEIRO
20,188,71,55,3,1,0,0,0,0,0,GOLEIRO
19,178,72,55,2,3,49,44,58,23,54,VOLANTE
19,176,70,55,3,2,53,44,60,20,50,VOLANTE
19,182,78,55,3,2,48,41,60,23,53,ATACANTE
21,178,71,55,2,2,24,35,37,54,60,ZAGUEIRO
19,176,67,55,3,2,38,51,59,40,43,VOLANTE
21,178,70,55,2,2,36,46,52,49,50,ZAGUEIRO
22,178,65,55,4,2,53,53,59,31,41,MEIA
20,187,66,55,3,2,21,32,37,52,66,ZAGUEIRO
22,193,82,55,1,1,0,0,0,0,0,GOLEIRO
21,175,70,55,3,2,31,37,58,57,53,ZAGUEIRO
21,179,75,55,3,3,51,44,59,31,53,MEIA
21,178,80,55,3,2,37,55,59,41,59,MEIA
22,175,76,55,3,1,0,0,0,0,0,GOLEIRO
22,182,70,55,3,2,55,42,60,23,54,VOLANTE
21,175,73,55,3,2,42,54,53,36,56,MEIA
20,186,80,55,3,2,25,39,44,54,58,ZAGUEIRO
20,185,80,55,3,2,27,39,40,54,61,ZAGUEIRO
22,183,79,55,3,2,26,43,57,53,59,ZAGUEIRO
20,175,65,55,2,2,46,49,61,31,45,VOLANTE
20,177,69,55,3,2,57,44,60,18,43,ATACANTE
19,190,75,55,3,2,36,54,49,54,56,MEIA
19,178,70,55,2,2,28,40,50,55,51,ZAGUEIRO
20,178,70,55,3,2,48,55,58,53,51,MEIA
21,181,75,55,3,2,48,54,57,31,59,MEIA
22,186,79,55,3,2,30,29,41,54,65,ZAGUEIRO
22,180,75,55,3,2,49,53,52,44,62,MEIA
22,191,75,55,2,1,0,0,0,0,0,GOLEIRO
20,182,73,55,3,2,52,46,55,24,52,ATACANTE
19,174,69,55,3,2,52,41,62,18,40,ATACANTE
20,186,70,55,3,3,55,51,58,28,46,VOLANTE
20,184,72,55,3,1,0,0,0,0,0,GOLEIRO
20,195,80,55,2,1,0,0,0,0,0,GOLEIRO
19,180,70,55,3,2,29,42,51,49,54,ZAGUEIRO
20,192,84,55,2,2,53,44,57,27,55,VOLANTE
23,181,76,55,2,1,0,0,0,0,0,GOLEIRO
20,180,77,55,3,2,57,42,53,18,52,ATACANTE
20,170,66,55,3,3,50,45,63,23,52,ATACANTE
21,177,68,55,3,2,47,54,60,53,48,VOLANTE
20,181,79,55,2,2,27,46,54,51,58,ZAGUEIRO
22,170,62,55,4,2,54,52,59,40,51,MEIA
21,179,72,55,3,2,42,52,56,32,54,VOLANTE
21,176,70,55,2,2,44,51,56,51,42,VOLANTE
20,180,71,55,2,2,26,43,49,54,59,ZAGUEIRO
21,178,74,55,3,2,54,40,56,20,54,ATACANTE
20,185,73,55,3,2,27,28,35,55,59,ZAGUEIRO
19,190,79,55,4,2,24,30,39,54,59,ZAGUEIRO
20,189,80,55,2,1,0,0,0,0,0,GOLEIRO
21,190,80,55,2,2,36,45,47,50,65,ZAGUEIRO
19,180,61,55,2,2,44,48,53,52,58,VOLANTE
20,176,68,55,3,2,49,50,59,42,52,MEIA
22,175,64,55,3,2,24,43,52,52,57,MEIA
21,178,76,55,3,2,33,36,44,53,62,ZAGUEIRO
23,176,70,55,3,2,41,47,52,54,57,ZAGUEIRO
21,177,65,55,2,2,30,50,53,47,64,VOLANTE
20,172,64,55,3,2,52,53,61,35,56,MEIA
21,175,70,55,3,2,33,47,52,54,52,VOLANTE
22,180,70,55,2,2,25,27,33,57,59,ZAGUEIRO
21,177,69,55,3,2,48,47,56,47,59,MEIA
22,180,79,55,3,2,30,39,52,54,64,ZAGUEIRO
21,182,73,55,2,2,42,47,47,51,66,VOLANTE
18,182,79,55,3,2,52,40,52,19,59,ATACANTE
20,173,62,55,3,2,53,53,56,23,55,MEIA
20,172,60,55,3,2,46,48,63,25,38,MEIA
20,176,72,55,2,2,24,52,48,53,62,ZAGUEIRO
23,183,64,55,3,2,24,39,53,53,55,ZAGUEIRO
23,193,84,55,1,2,27,31,32,53,64,ZAGUEIRO
20,196,83,55,2,1,0,0,0,0,0,GOLEIRO
22,188,69,55,4,2,36,57,57,35,42,MEIA
21,190,80,55,2,1,0,0,0,0,0,GOLEIRO
20,182,77,55,3,2,53,37,49,18,60,ATACANTE
21,170,65,55,3,2,45,50,58,32,45,MEIA
20,169,70,55,3,2,42,53,58,31,45,MEIA
22,180,75,55,3,2,29,37,49,55,59,ZAGUEIRO
23,189,80,55,3,2,41,49,55,46,62,MEIA
22,170,68,55,3,2,32,49,54,47,52,ZAGUEIRO
22,188,76,55,2,2,30,30,39,55,60,ZAGUEIRO
21,182,73,55,2,2,23,29,37,56,64,ZAGUEIRO
20,171,68,55,3,2,40,51,58,48,47,ZAGUEIRO
22,174,64,55,3,2,47,49,56,23,44,VOLANTE
21,185,78,55,3,2,31,36,36,51,62,ZAGUEIRO
22,184,78,55,2,2,36,46,48,53,59,VOLANTE
21,180,75,55,3,2,37,53,58,41,59,MEIA
23,188,75,55,3,2,54,36,50,27,60,ATACANTE
23,185,75,55,2,2,20,35,30,52,64,ZAGUEIRO
22,185,75,55,3,2,46,52,54,34,50,MEIA
20,182,80,55,2,2,56,40,48,19,56,ATACANTE
21,180,70,55,3,2,41,57,56,56,53,MEIA
20,180,68,55,3,2,48,51,57,34,52,MEIA
19,174,67,55,3,2,32,41,53,50,54,ZAGUEIRO
24,184,75,55,3,2,55,37,54,21,56,ATACANTE
24,179,70,55,3,2,46,49,57,45,61,MEIA
23,174,65,55,2,2,52,42,57,24,55,ATACANTE
22,177,69,55,2,2,44,60,55,36,41,VOLANTE
23,178,75,55,2,2,53,46,57,38,66,MEIA
24,185,80,55,3,2,35,44,52,52,60,ZAGUEIRO
24,189,82,55,3,1,0,0,0,0,0,GOLEIRO
23,177,70,55,3,2,41,53,54,53,54,VOLANTE
22,178,68,55,3,2,38,53,57,45,60,MEIA
22,183,75,55,3,2,24,32,36,54,59,ZAGUEIRO
22,168,60,55,2,2,38,52,58,40,50,MEIA
21,191,80,55,3,2,21,40,39,53,61,ZAGUEIRO
22,177,72,55,3,2,45,56,58,32,54,MEIA
20,175,62,55,3,2,51,44,59,43,54,ATACANTE
21,186,71,55,3,2,48,51,60,49,51,ZAGUEIRO
21,183,71,55,3,2,23,31,29,54,63,ZAGUEIRO
24,183,75,55,1,1,0,0,0,0,0,GOLEIRO
23,188,78,55,3,1,0,0,0,0,0,GOLEIRO
23,184,70,55,2,1,0,0,0,0,0,GOLEIRO
21,185,79,55,3,2,41,56,55,57,63,VOLANTE
24,181,80,55,2,1,0,0,0,0,0,GOLEIRO
22,176,70,55,3,2,28,43,50,53,51,ZAGUEIRO
23,181,83,55,3,2,28,41,47,52,64,ZAGUEIRO
22,182,75,55,2,2,24,31,36,55,62,ZAGUEIRO
26,180,72,55,3,2,27,54,47,51,66,VOLANTE
25,183,83,55,3,2,56,39,51,23,51,ATACANTE
25,173,70,55,3,2,31,36,52,55,54,ZAGUEIRO
21,180,67,55,3,2,49,49,56,29,40,ATACANTE
24,188,77,55,2,1,0,0,0,0,0,GOLEIRO
23,177,63,55,2,2,59,52,53,34,54,VOLANTE
23,174,70,55,2,2,54,44,54,16,58,ATACANTE
26,184,77,55,3,2,24,36,35,56,61,ZAGUEIRO
24,183,68,55,3,2,29,41,51,54,55,ZAGUEIRO
26,184,81,55,2,1,0,0,0,0,0,GOLEIRO
25,192,89,55,3,1,0,0,0,0,0,GOLEIRO
26,182,76,55,3,1,0,0,0,0,0,GOLEIRO
26,190,83,55,4,1,0,0,0,0,0,GOLEIRO
26,181,74,55,3,2,28,39,52,52,59,ZAGUEIRO
29,185,86,55,2,1,0,0,0,0,0,GOLEIRO
27,183,78,55,2,2,27,29,32,56,63,ZAGUEIRO
28,192,84,55,2,1,0,0,0,0,0,GOLEIRO
26,183,77,55,2,2,52,51,53,52,60,MEIA
26,180,78,55,3,2,52,48,60,26,50,MEIA
35,185,86,55,2,2,44,50,51,57,74,ZAGUEIRO
36,185,76,55,2,1,0,0,0,0,0,GOLEIRO
30,184,78,55,2,2,27,35,46,55,64,ZAGUEIRO
29,190,77,55,2,1,0,0,0,0,0,GOLEIRO
30,192,89,55,3,1,0,0,0,0,0,GOLEIRO
17,168,64,54,3,3,43,50,65,40,54,MEIA
17,175,68,54,3,3,53,40,55,18,43,ATACANTE
18,178,60,54,3,2,43,50,56,48,51,ZAGUEIRO
18,187,75,54,2,1,0,0,0,0,0,GOLEIRO
17,180,70,54,2,1,0,0,0,0,0,GOLEIRO
17,179,70,54,3,2,42,51,55,48,57,MEIA
18,179,83,54,3,2,41,51,58,49,64,MEIA
19,170,67,54,3,2,48,49,59,32,47,VOLANTE
18,172,69,54,3,2,40,57,52,38,44,MEIA
17,177,64,54,2,2,40,52,53,44,55,MEIA
18,185,70,54,3,1,0,0,0,0,0,GOLEIRO
19,186,78,54,2,1,0,0,0,0,0,GOLEIRO
18,178,69,54,3,3,42,50,59,29,47,MEIA
19,185,60,54,3,1,0,0,0,0,0,GOLEIRO
19,203,80,54,3,2,25,35,36,53,61,ZAGUEIRO
18,192,84,54,3,2,49,39,51,23,59,ATACANTE
18,180,72,54,2,1,0,0,0,0,0,GOLEIRO
18,175,76,54,3,2,40,56,51,33,63,MEIA
17,178,64,54,3,2,52,41,55,26,47,ATACANTE
18,192,81,54,3,2,27,37,36,51,66,ZAGUEIRO
17,185,75,54,3,2,32,45,50,51,63,VOLANTE
17,184,74,54,2,2,48,48,57,26,47,VOLANTE
17,185,67,54,2,1,0,0,0,0,0,GOLEIRO
18,180,74,54,3,2,53,40,51,21,50,ATACANTE
19,182,67,54,3,2,54,48,55,33,39,MEIA
19,184,80,54,2,2,52,39,50,19,58,ATACANTE
19,179,68,54,3,2,45,54,55,52,50,MEIA
18,181,77,54,3,1,0,0,0,0,0,GOLEIRO
18,187,79,54,2,2,23,38,30,52,60,ZAGUEIRO
19,181,66,54,3,2,41,49,53,53,56,VOLANTE
18,170,61,54,3,2,46,50,53,47,48,MEIA
19,188,84,54,2,1,0,0,0,0,0,GOLEIRO
18,174,71,54,3,2,40,55,54,36,48,MEIA
19,187,80,54,2,2,26,29,34,55,58,ZAGUEIRO
18,178,68,54,2,2,38,51,53,44,44,MEIA
19,178,72,54,2,2,54,40,48,17,48,ATACANTE
19,173,63,54,3,2,43,52,58,50,52,ZAGUEIRO
18,177,72,54,3,2,39,52,54,50,59,MEIA
19,180,75,54,3,2,48,38,54,21,52,ATACANTE
18,174,65,54,3,2,39,52,49,51,51,ZAGUEIRO
18,180,71,54,4,3,43,48,59,22,48,VOLANTE
17,183,75,54,3,3,28,44,52,50,55,ZAGUEIRO
17,192,76,54,3,1,0,0,0,0,0,GOLEIRO
17,174,70,54,3,3,45,52,57,46,44,MEIA
19,188,78,54,3,2,26,37,36,52,63,ZAGUEIRO
19,180,71,54,2,1,0,0,0,0,0,GOLEIRO
20,184,69,54,3,2,52,42,58,21,54,ATACANTE
19,173,69,54,3,2,33,45,55,47,50,ZAGUEIRO
19,170,70,54,4,3,47,49,56,41,47,VOLANTE
18,176,67,54,2,2,44,51,55,48,52,MEIA
19,186,77,54,3,2,31,42,53,54,64,VOLANTE
19,194,77,54,2,2,27,32,36,51,61,ZAGUEIRO
19,178,73,54,4,2,51,50,55,23,51,MEIA
18,188,80,54,2,1,0,0,0,0,0,GOLEIRO
18,184,74,54,3,2,42,51,61,31,52,MEIA
19,170,68,54,2,2,44,50,59,29,42,VOLANTE
19,189,76,54,3,3,46,50,56,25,40,VOLANTE
17,179,68,54,2,2,47,44,57,28,40,VOLANTE
18,175,63,54,3,3,44,47,56,38,51,VOLANTE
19,178,70,54,2,2,46,45,59,50,64,MEIA
20,176,65,54,3,2,50,51,54,44,52,MEIA
20,185,80,54,3,1,0,0,0,0,0,GOLEIRO
19,182,72,54,3,3,51,39,53,21,53,ATACANTE
17,180,70,54,2,2,28,35,38,57,52,ZAGUEIRO
19,178,64,54,2,2,46,52,56,35,56,MEIA
19,191,78,54,2,2,26,28,39,55,57,ZAGUEIRO
19,175,72,54,3,2,51,35,55,17,56,ATACANTE
19,185,80,54,3,1,0,0,0,0,0,GOLEIRO
18,178,68,54,3,2,29,45,52,53,53,ZAGUEIRO
18,177,65,54,3,2,30,46,52,46,56,ZAGUEIRO
19,172,68,54,3,2,39,53,53,40,53,MEIA
20,190,78,54,2,1,0,0,0,0,0,GOLEIRO
18,180,64,54,3,2,41,55,53,40,55,MEIA
17,182,75,54,3,2,45,49,58,47,57,ZAGUEIRO
18,186,69,54,2,2,27,35,35,52,64,ZAGUEIRO
20,183,79,54,2,2,54,40,47,30,66,ATACANTE
19,170,65,54,4,2,35,50,48,53,43,VOLANTE
18,186,85,54,3,1,0,0,0,0,0,GOLEIRO
19,188,80,54,3,2,34,35,50,56,62,ZAGUEIRO
20,180,73,54,3,2,37,45,52,50,57,ZAGUEIRO
17,175,75,54,3,2,40,52,60,39,51,MEIA
19,175,68,54,3,2,28,38,57,49,53,ZAGUEIRO
19,187,76,54,4,2,48,46,55,21,56,ATACANTE
18,173,66,54,3,2,40,52,58,25,43,MEIA
18,175,65,54,2,2,46,55,61,38,42,MEIA
18,181,74,54,3,2,52,38,53,22,66,ATACANTE
20,178,67,54,3,2,24,41,54,49,51,MEIA
21,182,77,54,3,2,55,48,58,50,58,ZAGUEIRO
20,184,76,54,3,2,45,51,60,46,56,MEIA
21,170,76,54,3,3,51,41,56,31,49,MEIA
20,175,75,54,3,3,44,50,57,45,53,MEIA
20,175,80,54,2,2,51,42,58,17,53,ATACANTE
20,175,61,54,3,3,46,48,58,45,44,MEIA
20,200,100,54,2,1,0,0,0,0,0,GOLEIRO
21,181,64,54,3,2,45,52,56,51,54,MEIA
20,175,65,54,3,2,37,53,53,51,49,VOLANTE
21,180,79,54,2,1,0,0,0,0,0,GOLEIRO
20,186,76,54,3,2,33,45,51,54,60,VOLANTE
19,180,77,54,3,2,31,37,51,54,60,ZAGUEIRO
20,175,69,54,3,2,28,41,35,55,58,ZAGUEIRO
20,185,72,54,2,2,45,49,58,28,51,MEIA
19,184,68,54,3,2,28,34,37,53,57,ZAGUEIRO
19,180,73,54,3,2,55,38,48,20,50,ATACANTE
18,170,61,54,3,2,47,49,57,46,58,MEIA
20,178,63,54,2,2,43,52,56,22,40,VOLANTE
18,187,82,54,2,1,0,0,0,0,0,GOLEIRO
19,185,75,54,2,2,26,32,36,55,57,ZAGUEIRO
19,184,85,54,2,1,0,0,0,0,0,GOLEIRO
19,185,78,54,3,2,48,45,54,23,40,MEIA
19,188,86,54,3,1,0,0,0,0,0,GOLEIRO
19,170,65,54,3,2,54,36,52,20,43,ATACANTE
19,181,65,54,3,2,40,53,54,54,51,MEIA
18,175,69,54,3,2,51,43,55,26,51,ATACANTE
18,178,71,54,2,2,50,51,57,48,63,MEIA
19,183,65,54,2,2,36,45,54,55,55,VOLANTE
18,189,83,54,2,1,0,0,0,0,0,GOLEIRO
21,165,68,54,2,2,49,43,55,25,55,ATACANTE
20,181,77,54,2,2,49,40,51,21,54,ATACANTE
19,183,68,54,3,2,46,52,53,42,56,MEIA
21,181,69,54,2,2,23,34,33,53,60,ZAGUEIRO
20,180,77,54,2,2,24,29,32,56,59,ZAGUEIRO
18,185,78,54,3,1,0,0,0,0,0,GOLEIRO
18,166,63,54,2,2,36,47,62,50,50,VOLANTE
20,175,72,54,3,2,28,41,51,54,60,ZAGUEIRO
19,185,75,54,3,2,38,52,51,55,41,VOLANTE
18,188,80,54,2,2,26,34,41,51,65,ZAGUEIRO
18,188,72,54,2,2,52,37,53,21,61,ATACANTE
19,186,75,54,2,2,42,46,52,52,55,VOLANTE
21,185,69,54,3,1,0,0,0,0,0,GOLEIRO
21,192,70,54,3,2,51,43,49,43,62,ATACANTE
21,184,80,54,3,1,0,0,0,0,0,GOLEIRO
21,177,73,54,3,2,34,55,60,40,56,MEIA
19,180,65,54,3,2,52,45,50,23,50,ATACANTE
18,174,70,54,2,2,39,53,54,47,60,MEIA
22,170,63,54,2,2,42,47,59,31,37,VOLANTE
21,183,74,54,3,2,57,46,51,20,51,ATACANTE
18,173,63,54,2,2,31,44,50,48,59,ZAGUEIRO
18,177,74,54,2,2,50,43,58,28,49,VOLANTE
19,175,74,54,3,2,40,51,55,44,54,VOLANTE
21,175,64,54,2,2,34,41,55,58,48,ZAGUEIRO
20,194,88,54,3,1,0,0,0,0,0,GOLEIRO
19,189,78,54,2,2,26,36,41,53,58,ZAGUEIRO
21,180,74,54,3,2,27,39,47,52,58,ZAGUEIRO
20,185,75,54,3,2,49,48,47,26,64,ATACANTE
20,184,73,54,3,1,0,0,0,0,0,GOLEIRO
20,178,67,54,3,2,37,49,55,50,58,VOLANTE
17,189,84,54,3,1,0,0,0,0,0,GOLEIRO
19,177,78,54,2,2,46,54,55,47,58,MEIA
19,182,71,54,3,2,53,37,50,20,56,ATACANTE
18,174,65,54,3,2,45,54,55,40,50,MEIA
19,180,70,54,3,2,42,52,55,45,63,MEIA
18,179,73,54,2,2,51,35,50,27,64,ATACANTE
22,184,78,54,3,2,52,40,53,26,61,ATACANTE
21,180,72,54,3,2,55,40,53,20,43,ATACANTE
22,183,74,54,1,1,0,0,0,0,0,GOLEIRO
20,186,75,54,3,2,25,29,29,54,55,ZAGUEIRO
19,172,59,54,2,2,46,53,54,36,36,MEIA
20,175,68,54,2,2,52,38,51,33,46,ATACANTE
19,175,70,54,3,2,44,52,58,24,41,VOLANTE
22,189,73,54,3,2,48,53,49,38,61,VOLANTE
19,167,60,54,3,2,61,52,61,51,39,ZAGUEIRO
20,184,74,54,3,2,33,48,53,53,58,VOLANTE
21,167,59,54,3,2,52,48,55,16,41,ATACANTE
19,187,82,54,3,3,48,32,52,22,69,ATACANTE
19,179,69,54,2,2,44,45,57,57,53,MEIA
20,184,75,54,3,2,30,36,34,54,57,ZAGUEIRO
22,170,67,54,2,3,51,48,59,31,39,ATACANTE
22,172,65,54,3,2,49,54,56,47,62,ZAGUEIRO
20,174,69,54,3,2,51,45,60,25,49,MEIA
20,176,73,54,3,2,51,48,55,24,51,MEIA
19,178,75,54,3,3,50,44,59,28,44,MEIA
19,178,77,54,4,2,50,37,54,20,55,ATACANTE
22,182,77,54,2,2,22,38,39,53,58,ZAGUEIRO
19,187,75,54,4,2,24,35,50,49,66,ZAGUEIRO
22,190,75,54,3,1,0,0,0,0,0,GOLEIRO
21,186,88,54,2,1,0,0,0,0,0,GOLEIRO
21,181,75,54,2,2,37,50,54,52,59,MEIA
22,185,84,54,3,2,24,28,32,52,65,ZAGUEIRO
20,185,78,54,3,2,25,32,34,52,64,ZAGUEIRO
21,180,78,54,3,3,42,50,56,27,53,VOLANTE
20,194,83,54,2,2,27,29,31,53,65,ZAGUEIRO
19,178,66,54,4,3,26,48,69,45,46,ZAGUEIRO
19,170,60,54,3,2,47,54,54,39,39,MEIA
22,172,72,54,3,2,25,50,57,49,52,ZAGUEIRO
23,180,70,54,3,2,42,55,52,51,66,MEIA
21,173,73,54,3,2,33,48,52,51,57,MEIA
19,184,80,54,2,2,50,39,54,22,59,ATACANTE
23,181,88,54,2,1,0,0,0,0,0,GOLEIRO
22,178,64,54,3,2,27,35,50,52,49,ZAGUEIRO
23,193,85,54,3,2,44,49,51,30,57,VOLANTE
21,178,67,54,3,3,55,47,54,22,53,ATACANTE
19,190,83,54,3,1,0,0,0,0,0,GOLEIRO
21,169,66,54,3,2,45,50,58,36,42,MEIA
20,177,65,54,3,2,33,41,55,52,54,ZAGUEIRO
19,185,81,54,2,2,23,36,34,52,61,ZAGUEIRO
21,175,70,54,3,2,38,54,61,52,49,MEIA
22,186,82,54,3,2,27,26,30,53,59,ZAGUEIRO
21,185,80,54,3,2,49,55,53,50,58,MEIA
24,176,76,54,2,1,0,0,0,0,0,GOLEIRO
21,167,63,54,3,2,49,46,53,21,59,ATACANTE
